review_id,business_id,text,rating,time,business_name,categories,sentiment_scores,compound_sentiment,sentiment_category,themes
g_1745102814_nHMDOIX32dGbfpuNUwsLNQ,nHMDOIX32dGbfpuNUwsLNQ,"My Aunt and I stumbled upon this place while hanging out in DUMBO and so happy that we did! The food, ambience, and service were excellent. The specials were fantastic! Really enjoyed the rabbit with polenta dish. Our waiter Chris was fantastic. Thank you!",5.0,1745102814,AlMar,"[""Italian"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9739}",0.9739,positive,"['food_quality', 'service', 'timing']"
g_1729818553_nHMDOIX32dGbfpuNUwsLNQ,nHMDOIX32dGbfpuNUwsLNQ,"The food and service was great, except we waited almost an hour and a half for our food. They had two big parties going on. To make up for it they gave us a complimentary bottle of wine.",4.0,1729818553,AlMar,"[""Italian"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.8658}",0.8658,positive,"['food_quality', 'service', 'timing']"
g_1689090233_nHMDOIX32dGbfpuNUwsLNQ,nHMDOIX32dGbfpuNUwsLNQ,We had our rehearsal dinner here in 2021. The food from that rehearsal dinner was wonderful and abundant. Ever since then we wanted to come back. The brunch menu was equally great. I love my “Egg in the cloud” dish. The ricotta crostini was great.,5.0,1689090233,AlMar,"[""Italian"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9524}",0.9524,positive,"['food_quality', 'timing']"
g_1724561701_nHMDOIX32dGbfpuNUwsLNQ,nHMDOIX32dGbfpuNUwsLNQ,Came here around 10:30 on a Saturday night after visiting from out of town and this being near our hotel. We were promptly seated and drink orders taken. Both cocktails were fabulous and for dinner we both ordered a pasta which were both delicious. Server was very attentive! Overall loved our dinner and if we were ever in the area again would check out!,5.0,1724561701,AlMar,"[""Italian"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.9161}",0.9161,positive,"['food_quality', 'service', 'location', 'timing']"
g_1744822497_56qlj1cYlqNzmG0xllGg-w,56qlj1cYlqNzmG0xllGg-w,"Westville DUMBO is my go-to spot for fresh, healthy, and consistently delicious food. I’ve ordered delivery and dined in, and every time the experience is excellent. The staff is always friendly and welcoming, and the vibe is relaxed but vibrant. Whether you’re grabbing a quick bite or sitting down for a full meal, everything is packed with flavor and feels good to eat. Highly recommend for anyone looking for a wholesome, satisfying meal in the area!",5.0,1744822497,Westville Dumbo,"[""Mediterranean""]","{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.9814}",0.9814,positive,"['food_quality', 'service', 'ambiance', 'location', 'timing']"
g_1740702562_56qlj1cYlqNzmG0xllGg-w,56qlj1cYlqNzmG0xllGg-w,"Delicious! And the people are so courteous and sweet.

It was my first time here from India and so got their classic margarita and Asian Crispy Chicken, it was yummy.

The vibe is amazing and Miss Jessica got me a free chocolate cookie on the house because it was my first time in NYC. Can’t get better than that.

Highly recommend!",5.0,1740702562,Westville Dumbo,"[""Mediterranean""]","{'neg': 0.02, 'neu': 0.637, 'pos': 0.343, 'compound': 0.9806}",0.9806,positive,"['food_quality', 'service', 'ambiance']"
g_1733103795_56qlj1cYlqNzmG0xllGg-w,56qlj1cYlqNzmG0xllGg-w,Food was absolutely delicious!!!! 100% recommend especially if you want fresh produce prepared in the most delicious way. Didn't take long for food to be prepared. A bit pricey but the portions are pretty big. It was my first time visiting and the waitress could have done a better job with recommendations or explanation of the dishes. She also took quite some time to take empty dishes away or go bring the bill.,4.0,1733103795,Westville Dumbo,"[""Mediterranean""]","{'neg': 0.025, 'neu': 0.722, 'pos': 0.253, 'compound': 0.9503}",0.9503,positive,"['food_quality', 'service', 'value', 'timing']"
g_1736658220_56qlj1cYlqNzmG0xllGg-w,56qlj1cYlqNzmG0xllGg-w,"Didn’t plan to come here but crossed the Brooklyn bridge and got a little hungry. This was a wonderful find; great fruit and veges market platter, and the best sweet potato fries. The buttermilk chicken burger was a bit dry but still tasty. Would come here again!",5.0,1736658220,Westville Dumbo,"[""Mediterranean""]","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9744}",0.9744,positive,['food_quality']
g_1733107764_56qlj1cYlqNzmG0xllGg-w,56qlj1cYlqNzmG0xllGg-w,"This could be one of my favorite places in new york.
The food is not salty but savory, the beer and espresso martini was perfect. I was so touched by the bartender's kindness. Thanks to him, my friend and I (from korea) made a great memory.
I recommend the burger with cheeze, It was sooo nice:)",5.0,1733107764,Westville Dumbo,"[""Mediterranean""]","{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.987}",0.987,positive,['food_quality']
g_1742756423_HodL0fXoF08C3Ir-kLeTtw,HodL0fXoF08C3Ir-kLeTtw,"We found our favorite pasta place in Brooklyn! Not only it’s the best deal in town but it also has the best quality and taste.
Fresh pasta dish is $14 and and you can add gem salad or kale Caesar salad for $3 (even on Saturday)
Staff were friendly and efficient. Line moves pretty quick.
My husband (he’s a chef) said it was one of the best Pappardelle Bolognese he ever had. Pasta was cooked perfect and so flavorful.
This place knows what they are doing!
Salad was soooo good!
Can’t wait to come back to try other pastas and desserts!",5.0,1742756423,Forma Pasta Factory,"[""Pasta Shops"", ""Italian"", ""Salad""]","{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.9925}",0.9925,positive,"['food_quality', 'service', 'value', 'timing']"
g_1740696579_HodL0fXoF08C3Ir-kLeTtw,HodL0fXoF08C3Ir-kLeTtw,"DO NOT HESITATE TO EAT HERE. One of the best dining experiences ive ever had in New York. Absolutely incredible how their pasta is the price that it is. It's fresh handmade pasta and you can see them making it in the front. The texture is absolutely perfect, tastes so good.
This place blew my mind.
The bread that comes with the soup is so damn good it's one of the best breads that i've had in my life. Imagine if milk bread was Italian... so plush and scrumptious.
For a small place, the ambiance is soo nice. So much natural light in a tucked away seating area in the back. Clean as can be.
Service makes this place though. Shout out the owner who must keep their employees very happy because the energy in this place set the tone for my day. I was like sad to leave because I was having so much fun and felt so much joy eating there and being taken care of in a genuine way.
Forgot to snag a pic but their tirimisu is also made in house and is impeccable. Not too much alcohol flavour if any at all, perfectly whipped marscapone and evenly soaked ladyfingers.

Forma i love you😂🫰🥹",5.0,1740696579,Forma Pasta Factory,"[""Pasta Shops"", ""Italian"", ""Salad""]","{'neg': 0.032, 'neu': 0.775, 'pos': 0.193, 'compound': 0.9878}",0.9878,positive,"['food_quality', 'service', 'ambiance', 'value', 'location']"
g_1744659765_HodL0fXoF08C3Ir-kLeTtw,HodL0fXoF08C3Ir-kLeTtw,"Absolute best arancini I’ve ever tasted! Their sauces are rich and deep and so flavorful.  Gluten free spaghetti was perfectly cooked. Gem salad was tangy, crunchy and refreshing. Artfully crafted.

The servers are very warm and personable. You can tell they really care about their work.

It’s a bit small inside in terms of seating but the food more than makes up for it.  Wish I lived closer!",5.0,1744659765,Forma Pasta Factory,"[""Pasta Shops"", ""Italian"", ""Salad""]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.9409}",0.9409,positive,"['food_quality', 'service']"
g_1742517028_HodL0fXoF08C3Ir-kLeTtw,HodL0fXoF08C3Ir-kLeTtw,Came for dinner on a Wednesday at 7:30 and it was pretty crowded but we were still able to find a table quickly. Super fresh pasta and delicious sauces! Got a small piece of focaccia with our food which was nice. Service is very quick and friendly - will be coming back to try their other dishes!,5.0,1742517028,Forma Pasta Factory,"[""Pasta Shops"", ""Italian"", ""Salad""]","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.9786}",0.9786,positive,"['food_quality', 'service', 'timing']"
g_1738877799_HodL0fXoF08C3Ir-kLeTtw,HodL0fXoF08C3Ir-kLeTtw,"Very quick service, kind and friendly staff, extremely delicious food🔥 I was waiting for my pasta for 6-7min, took some to go. Nicely packed, super fresh. I ordered their pasta with shrimps, it was fantastic, will definitely come back for lunch!
They are making very fresh pasta!!! And the prices are surprisingly affordable",5.0,1738877799,Forma Pasta Factory,"[""Pasta Shops"", ""Italian"", ""Salad""]","{'neg': 0.034, 'neu': 0.552, 'pos': 0.414, 'compound': 0.9827}",0.9827,positive,"['food_quality', 'service', 'value', 'timing']"
g_1733666529_3UdlrH-tuVM0vy3ySh7bUw,3UdlrH-tuVM0vy3ySh7bUw,"A great place to enjoy a tasty Buffalo Chicken Mac & Cheese and Hot Honey Chicken Sandwich combo, paired with delicious waffle fries. The service is fast, and the staff is very friendly!",5.0,1733666529,Jacob's Pickles Time Out Market,"[""Comfort Food"", ""Southern""]","{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9412}",0.9412,positive,"['food_quality', 'service', 'timing']"
g_1746728108_3UdlrH-tuVM0vy3ySh7bUw,3UdlrH-tuVM0vy3ySh7bUw,"I had the basic mac and cheese which was so incredibly bland. It litteraly tasted home made in a bad. So bland, just straight up mozarella cheese, cheddar and penne noodles. I wouldn‘t even consider this american mac n cheese tasted like a broke college meal",1.0,1746728108,Jacob's Pickles Time Out Market,"[""Comfort Food"", ""Southern""]","{'neg': 0.119, 'neu': 0.793, 'pos': 0.088, 'compound': -0.3892}",-0.3892,negative,[]
g_1741539965_3UdlrH-tuVM0vy3ySh7bUw,3UdlrH-tuVM0vy3ySh7bUw,"Try this place! Best Chicken sandwich I've ever had. Definitely recommend the hot honey sandwich, might be kind of dry without the sauce on it. Everything tasted very fresh and homemade. Great bang for your buck.",5.0,1741539965,Jacob's Pickles Time Out Market,"[""Comfort Food"", ""Southern""]","{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.9467}",0.9467,positive,['food_quality']
g_1732576181_3UdlrH-tuVM0vy3ySh7bUw,3UdlrH-tuVM0vy3ySh7bUw,"The food was fantastic. I shared an order of the biscuit honey chicken with a side of macaroni. The biscuit wasn't the freshest but the honey chicken and homemade sweet-spicy pickles that accompanied it made it all work. The macaroni was great. The fried Oreos (qty:4 for $7.00) were great. I did not like the cream that came with it, but that wasn't a deal breaker. I removed a star for the service. The girl behind the register was extremely unprofessional. She treated us customers as though we were inconveniencing her. She had her personal phone out hiding before the stand-up menu by the register and was scrolling through it. When customers asked her questions she acted like she didn't understand. The people were speaking clear English, the worker just didn't care to do her job.",4.0,1732576181,Jacob's Pickles Time Out Market,"[""Comfort Food"", ""Southern""]","{'neg': 0.085, 'neu': 0.779, 'pos': 0.136, 'compound': 0.8463}",0.8463,positive,"['food_quality', 'service', 'value', 'timing']"
g_1735588090_3UdlrH-tuVM0vy3ySh7bUw,3UdlrH-tuVM0vy3ySh7bUw,"We were hungry while in the area and also wanted to check out the market as well. While perusing, Jacob's Pickles caught our eye. We came on a busy weekend so it was hard to find seating. The food took a bit of time as well (likely given how busy the whole place was). Overall the food was good but maybe a bit overpriced? Still enjoyed the experience!",4.0,1735588090,Jacob's Pickles Time Out Market,"[""Comfort Food"", ""Southern""]","{'neg': 0.018, 'neu': 0.85, 'pos': 0.132, 'compound': 0.8156}",0.8156,positive,"['value', 'location', 'timing']"
g_1746319714_vQX7y4Yoknpso033IDATqA,vQX7y4Yoknpso033IDATqA,"Went for Brunch, which had a different menu from dinner but still had a great time and everyone really enjoyed the food. We ordered the Tater Tot Dan Bing, Stuffed Shrimp Toast, BDSM Chicken Sandwich, Lo Ba Beng and Lil Flemming Fried Rice + Hertitage Pork Jowl. I don't think you could go wrong with anything on the menu but I recommend trying the Tater Tot Dan Bing, as it was very creative and flavorful.",5.0,1746319714,Wenwen,"[""Taiwanese"", ""Salad"", ""Noodles""]","{'neg': 0.045, 'neu': 0.759, 'pos': 0.196, 'compound': 0.9426}",0.9426,positive,"['food_quality', 'timing']"
g_1735086181_vQX7y4Yoknpso033IDATqA,vQX7y4Yoknpso033IDATqA,"Food 9/10
Solid Taiwanese food. 卤肉饭 was so gas and the portions were quite large too. The shrimp toast was also very unique, I liked the consistency of the shrimp inside paired with the crispy crunch of the exterior. The popcorn chicken was also quite a delight, with the right amount of seasoning that makes you want to keep on eating more.

Atmosphere 9/10
Plenty of natural lighting in the restaurant, with a good number of seats. I thought the menu was super cute too.

Service 9/10
Friendly!",5.0,1735086181,Wenwen,"[""Taiwanese"", ""Salad"", ""Noodles""]","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9757}",0.9757,positive,"['food_quality', 'service', 'ambiance']"
g_1741801783_vQX7y4Yoknpso033IDATqA,vQX7y4Yoknpso033IDATqA,"I didn’t know what to expect, but I gotta say this place is pretty good. The floss shrimp lettuce wrap is very authentic and tastes very good. The popcorn chicken and fried tofu were great as well. We also had the cold sesame noodles. The bathroom was lit, playing all the hit Chinese songs. Overall a great experience! Would come back to try more items !",5.0,1741801783,Wenwen,"[""Taiwanese"", ""Salad"", ""Noodles""]","{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.9851}",0.9851,positive,['food_quality']
g_1746843045_vQX7y4Yoknpso033IDATqA,vQX7y4Yoknpso033IDATqA,Good food and friendly staff. You can't go wrong with the popcorn chicken and the sesame noodles. The highlight for me was the San Bei GG cocktail though. So good.,5.0,1746843045,Wenwen,"[""Taiwanese"", ""Salad"", ""Noodles""]","{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.9496}",0.9496,positive,['service']
g_1740266865_vQX7y4Yoknpso033IDATqA,vQX7y4Yoknpso033IDATqA,Hipster style Taiwanese restaurant. The savory soy milk tasted just like what I had in Taiwan (except 11-12 times more expensive). Brunch menu was a bit limiting for vegans or vegetarians but I did also enjoy the crispy tofu and the fly's head with lettuce cup made with soy beans. Food was on the salty side though.,5.0,1740266865,Wenwen,"[""Taiwanese"", ""Salad"", ""Noodles""]","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.7227}",0.7227,positive,"['food_quality', 'value']"
g_1744325959_G9b640a2fZs7s6Q-cWPkiQ,G9b640a2fZs7s6Q-cWPkiQ,"The best experience at Tin Building by Jean George. We bought ciabatta which was out of the world! Baked good were such high quality. It was like eating at Jean George’s restaurant.
We bought skate and it was the best quality skate we ever bought !

So many beautiful restaurants serving quality foods and the market had so many interesting imported goods. We enjoyed coffee and some pasta we bought from the market.

After seeing the market you can walk around the South Street Seaport. You will surely have a magical time.",5.0,1744325959,Tin Building by Jean-Georges,"[""Grocery"", ""Food Court"", ""Public Markets""]","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.9813}",0.9813,positive,"['food_quality', 'location']"
g_1743874027_G9b640a2fZs7s6Q-cWPkiQ,G9b640a2fZs7s6Q-cWPkiQ,"The Tin Building by Chef Jean-Georges is an absolute gem in Seaport! This culinary destination has everything you could possibly want: dozens of dining spots, a vibrant marketplace filled with fresh produce, meats, fish, seafood, and a variety of pantry staples. I find myself going there a few times a week, whether it’s for the bakery, to shop at the market, or just to treat myself to some delicious ice cream.

From multiple restaurants with open kitchens to innovative retail concepts, there’s always something new to try. The central market is impeccably stocked with local seafood, meats, cheeses, seasonal produce, and rare ingredients that make cooking at home feel like an elevated experience.

With its inviting atmosphere and even more beautiful Easter decorations, the Tin Building is the perfect spot to indulge in both your foodie cravings and your sense of wonder. Highly recommend it for anyone looking to explore New York’s culinary scene in a truly unique setting!",5.0,1743874027,Tin Building by Jean-Georges,"[""Grocery"", ""Food Court"", ""Public Markets""]","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.9864}",0.9864,positive,"['food_quality', 'ambiance']"
g_1742939854_G9b640a2fZs7s6Q-cWPkiQ,G9b640a2fZs7s6Q-cWPkiQ,"A UNIQUE MARKET and FOOD HALL INSPIRED by JEAN-GEORGES’ WORLD TRAVELS, LOCATED in NEW YORK CITY at the HISTORIC SEAPORT. We come often since it opened, we have enjoy shopping and diner at Tin Building. Classic interior style, and professional lighting design. You should come to explore fine dining, quick bites, and takeout & delivery.",5.0,1742939854,Tin Building by Jean-Georges,"[""Grocery"", ""Food Court"", ""Public Markets""]","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.8374}",0.8374,positive,"['service', 'timing']"
g_1743283562_G9b640a2fZs7s6Q-cWPkiQ,G9b640a2fZs7s6Q-cWPkiQ,We take a bus down to the Seaport on a regular basis to walk around and eat. Usually we go during the week to beat the hoards of tourists. But today we went on a Saturday.  It was pretty busy but just wonderful what a great renovation and destination for fun. We had a delicious ham/cheese baguette sandwich and then coffee and an almond croissant. Yummy.,5.0,1743283562,Tin Building by Jean-Georges,"[""Grocery"", ""Food Court"", ""Public Markets""]","{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.9862}",0.9862,positive,"['food_quality', 'timing']"
g_1742727957_G9b640a2fZs7s6Q-cWPkiQ,G9b640a2fZs7s6Q-cWPkiQ,"I love the Tin Building and have tried most of the restaurants there, all of them with great food. (House with the red pearl, abcv - closed now, the brasserie, the oyster seafood bar, the pastries). It’s such a pleasant experience to be there also because of the location. Pier 17 has the best view of Brooklyn bridge. This place never fails to impress me and every NYC visitor I bring here.",5.0,1742727957,Tin Building by Jean-Georges,"[""Grocery"", ""Food Court"", ""Public Markets""]","{'neg': 0.028, 'neu': 0.763, 'pos': 0.21, 'compound': 0.9495}",0.9495,positive,"['food_quality', 'location']"
g_1745330505_IA3EQ0Ilx0yI7dNYnq-YGQ,IA3EQ0Ilx0yI7dNYnq-YGQ,"~Little Lebanese gem but big taste~
What a wonderful little restaurant! Falafel and Chicken sandwiches are delicious. Fattoush salad is fresh with a nice touch of pomegranate. Would love to try other dishes in the near future.
Atmosphere is rustic farmhouse filled charming little flowers and plants. Waitress is kind and welcoming.",4.0,1745330505,Salma,"[""Lebanese"", ""Breakfast & Brunch"", ""Sandwiches""]","{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.9909}",0.9909,positive,"['food_quality', 'service', 'ambiance', 'timing']"
g_1746059436_IA3EQ0Ilx0yI7dNYnq-YGQ,IA3EQ0Ilx0yI7dNYnq-YGQ,Got the chicken shawarma wrap. It was super super dry — would not recommend. My friend has the lentil soup and the eggplant. Said he felt queasy after. A skip for us!,2.0,1746059436,Salma,"[""Lebanese"", ""Breakfast & Brunch"", ""Sandwiches""]","{'neg': 0.116, 'neu': 0.686, 'pos': 0.198, 'compound': 0.6546}",0.6546,positive,[]
g_1742937566_IA3EQ0Ilx0yI7dNYnq-YGQ,IA3EQ0Ilx0yI7dNYnq-YGQ,"We had a delightful Sunday afternoon at SALMA. with our group of five, including a furry friend. Despite not having a reservation, the staff kindly accommodated us with an outdoor table. We ordered a variety of dishes, including the Mixed Appetizer Platter, Lentil Soup, Eggs Your Way, Falafel Platter, and Kafta Kabab Platter. Each item was flavorful and generously portioned. One strange thing is when you scan the QR code for the food, it automatically downloads an app on your device. That was a bit creepy. The atmosphere was pleasant, with perfect sound levels for conversation. The staff was exceptionally friendly, making it an ideal spot for group gatherings or casual meetups. Overall, a wonderful experience that exceeded our expectations. Will be back if in the neighbourhood!",5.0,1742937566,Salma,"[""Lebanese"", ""Breakfast & Brunch"", ""Sandwiches""]","{'neg': 0.012, 'neu': 0.771, 'pos': 0.217, 'compound': 0.9847}",0.9847,positive,"['food_quality', 'service', 'ambiance', 'value', 'location', 'timing']"
g_1744050223_IA3EQ0Ilx0yI7dNYnq-YGQ,IA3EQ0Ilx0yI7dNYnq-YGQ,"The restaurant is cute and I love the decor however there are only a few tables so maybe make a reservation before you go.

There was only one person working so there is a wait time to get your order taken etc.

The food quality was average and the menu is very simple.",3.0,1744050223,Salma,"[""Lebanese"", ""Breakfast & Brunch"", ""Sandwiches""]","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.802}",0.802,positive,"['food_quality', 'ambiance', 'timing']"
g_1739988187_IA3EQ0Ilx0yI7dNYnq-YGQ,IA3EQ0Ilx0yI7dNYnq-YGQ,"We went for valentine’s day and had a great experience. A lot of different appetizers on the menu, chicken was great and hummus was on point.",5.0,1739988187,Salma,"[""Lebanese"", ""Breakfast & Brunch"", ""Sandwiches""]","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.8481}",0.8481,positive,['food_quality']
g_1743637906_rFeNJtqgMWf2tWy-RB6jgg,rFeNJtqgMWf2tWy-RB6jgg,Their Michelin star is well deserved!  Outstanding service.  The food is well prepared and very tasty. Kudos to the sommelier on the extensive wine list.  The cocktails are also very good. The grilled octopus was cooked to perfection. The tortellini pomodoro were light and fluffy.  The driver sole was excellent.,5.0,1743637906,Torrisi,"[""Italian""]","{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.9737}",0.9737,positive,"['food_quality', 'service']"
g_1742303652_rFeNJtqgMWf2tWy-RB6jgg,rFeNJtqgMWf2tWy-RB6jgg,"Review:

I had an unforgettable dining experience at Torrisi in New York City, and a huge part of that was thanks to our incredible waiter, Fernando. From the moment we sat down, he made us feel so welcome and comfortable. His recommendations were spot-on—every dish he suggested was absolutely delicious, and his knowledge of the menu was impressive.

What truly set Fernando apart was his personality. He was warm, attentive, and made our dinner not just seamless but genuinely fun. He had the perfect balance of professionalism and charm, making sure we had everything we needed while also adding to the overall enjoyment of the evening.

If you’re dining at Torrisi, I highly recommend asking for Fernando. He elevates the entire experience, and I can’t wait to come back for another fantastic meal.",5.0,1742303652,Torrisi,"[""Italian""]","{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.9922}",0.9922,positive,"['food_quality', 'service', 'location', 'timing']"
g_1746515345_rFeNJtqgMWf2tWy-RB6jgg,rFeNJtqgMWf2tWy-RB6jgg,"Torrisi was such a great experience. The atmosphere was lively and the service was excellent. The prosciutto with warm dough puffs was seriously good — definitely a must-try starter.

The pasta dishes were solid, but what really stood out were the desserts. The affogato was amazing — rich, layered, and not your typical affogato. Also, they served a cherry sorbet at the end, which was super refreshing and the perfect finish.

Overall, everything was well-balanced and thoughtful. Would absolutely recommend, especially for the desserts and that prosciutto starter.",5.0,1746515345,Torrisi,"[""Italian""]","{'neg': 0.012, 'neu': 0.636, 'pos': 0.352, 'compound': 0.9903}",0.9903,positive,"['food_quality', 'service', 'ambiance']"
g_1745065058_rFeNJtqgMWf2tWy-RB6jgg,rFeNJtqgMWf2tWy-RB6jgg,"I can save you the FOMO and anticipation - Torrisi is average, very very average.

I seriously question if the people that leave glowing 5 star reviews have ever been to an actual nice dinner.

From watching Instagram videos you would think The tortellini was the best pasta dish in the world, it’s not, It’s basic, just as I expected.

The drinks menu was awful. No cocktails. Just the basic old fashioned drinks. So if you don’t like martinis or manhattans you won’t find anything you like.

The duck, was another “must get” but it was a 6/10. They don’t properly render the fat, it had a thick gelatinous fat layer on it that made it unappealing.

The $22 affogato, two people at the table hated it. The proportions are off, It really just tastes like coffee ice.  But when you get a perfect bite of the fudge, ice cream, and a little bit of the ice, it’s a great bite. If they sold them on the street I’d buy one, but I’d never sit through another $640 dinner just to get one.

People are brainwashed into thinking this is good because they are told it’s good. If you have NO budget at all and are with a group, it’s a fun splurge meal. But if you are going for food you will pay the price of a 3 Michelin star dinner, for essentially another Carbone style of food - over priced, average food, with good, not great service.",2.0,1745065058,Torrisi,"[""Italian""]","{'neg': 0.075, 'neu': 0.782, 'pos': 0.143, 'compound': 0.9671}",0.9671,positive,"['food_quality', 'service', 'value', 'location', 'timing']"
g_1743095759_rFeNJtqgMWf2tWy-RB6jgg,rFeNJtqgMWf2tWy-RB6jgg,The pastas were up there with  the best.  We had the the beef ragu and clam linguine. Both perfect. The portions are small that’s my only complaint. The crispy skin on the duck was also excellent. It was juicy and fatty and perfect with the jus on the plate. The spritz also hit the spot. The almond cheesecake was also quite good but not a must order,5.0,1743095759,Torrisi,"[""Italian""]","{'neg': 0.022, 'neu': 0.82, 'pos': 0.158, 'compound': 0.846}",0.846,positive,['food_quality']
g_1746363141_LkV96_buOU_n0br4SBO57w,LkV96_buOU_n0br4SBO57w,I attended the restaurant for a private dining event. The restaurant is located in a shopping area in the city and is easy to access. The private dining area has a beautiful city view and is intimate yet spacious for a large group. The service from the restaurant team was great - they were prompt with attending to any requests or filling an empty glass without being asked. They weren’t intrusive while our party was conversing and enjoying our meal. Great service! Every dish we enjoyed during the lunch was great - full of flavor my favorite were the greens and basque cheesecake. The dessert options were so good light and refreshing for a spring lunch. The red wine option was full bodied and fruity a perfect pairing option for our lunch. I would definitely visit again!,5.0,1746363141,Ci Siamo,"[""Italian"", ""Bars"", ""Pizza""]","{'neg': 0.011, 'neu': 0.738, 'pos': 0.251, 'compound': 0.9914}",0.9914,positive,"['food_quality', 'service', 'ambiance', 'location', 'timing']"
g_1740921142_LkV96_buOU_n0br4SBO57w,LkV96_buOU_n0br4SBO57w,"Everything was SO delicious. Nina was our server and she was so attentive, great recommendations, and wonderful energy to be around! The rigatoni & crab pasta were so tasty. The onion torta is a don’t miss & the escarole salad was such a great balance. Somehow we ate dessert bc it was my birthday but I’ll be back over and over again!",5.0,1740921142,Ci Siamo,"[""Italian"", ""Bars"", ""Pizza""]","{'neg': 0.018, 'neu': 0.796, 'pos': 0.186, 'compound': 0.8946}",0.8946,positive,"['food_quality', 'service']"
g_1745914769_LkV96_buOU_n0br4SBO57w,LkV96_buOU_n0br4SBO57w,Incredibly huge well designed space for Italian cuisine. We had various pastas and the appetizers. The French onion soup pie appetizer was a standout. Service at the bar was friendly and generous!,5.0,1745914769,Ci Siamo,"[""Italian"", ""Bars"", ""Pizza""]","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8948}",0.8948,positive,['service']
g_1740609655_LkV96_buOU_n0br4SBO57w,LkV96_buOU_n0br4SBO57w,"Ci Siamo is the kind of place that just gets it classy but not stiff, stylish without trying too hard. The vibe is smooth, the service is on point, and the food? Mostly incredible.

Let’s start with the winners. The smashed potatoes were next-level crispy, buttery, and loaded with flavor. The prosciutto? Silky, rich, and exactly what you want from top-tier cured meat. And the pasta? No notes. Just pure, authentic perfection, the kind that reminds you why fresh, handmade pasta is worth the hype.

The lemon tart wrapped things up on a high note bright, tangy, and just the right amount of sweet. It was the kind of dessert that makes you consider ordering a second round just because you don’t want the experience to end.

Now, for the one miss: the carrots. Way too much happening. Over-seasoned, overthought—like they were trying too hard to make a simple vegetable exciting. Not terrible, but definitely the weakest link.",4.0,1740609655,Ci Siamo,"[""Italian"", ""Bars"", ""Pizza""]","{'neg': 0.069, 'neu': 0.699, 'pos': 0.233, 'compound': 0.9869}",0.9869,positive,"['food_quality', 'service', 'ambiance', 'value']"
g_1741754580_LkV96_buOU_n0br4SBO57w,LkV96_buOU_n0br4SBO57w,"The staff were so warm and clearly happy to be there, which made the experience relaxed and welcoming. The rigatoni? Hands down the best I've had—I'm still thinking about it.. The braised lamb was pure perfection. The service was fantastic too, with some great conversations that made dining alone feel like a treat rather than a chore. Ci Siamo is a necessary stop on any New York food tour!",5.0,1741754580,Ci Siamo,"[""Italian"", ""Bars"", ""Pizza""]","{'neg': 0.044, 'neu': 0.58, 'pos': 0.376, 'compound': 0.9863}",0.9863,positive,"['food_quality', 'service']"
